,predRecom,title
19070,No,good company doesnt care much employees
19071,Yes,might good place work need right group
19072,Yes,good place start career stable work environment
19073,No,came sun microsystems
19074,Yes,pros cons
19075,Yes,ok place work great place chill
19076,No,raises years
19077,Yes,decent place work
19078,Yes,big company drama
19079,Yes,nice place work
19080,Yes,good place long term career
19081,No,good brand name work focus oracle primarily money
19082,Yes,oracle always
19083,No,miss sun microsystems culture
19084,No,gone days
19085,No,company big unfocused competitive individual verticals
19086,No,didnt drink coolaid
19087,Yes,consulting
19088,Yes,stable company getting management heavy
19089,No,great experience winning company underpaid employees
19090,No,political
19091,Yes,less chance growth
19092,Yes,good place work low level probably better youre uppertier management position
19093,Yes,oracle okay employer
19094,Yes,review
19095,Yes,oracle
19096,Yes,siloed groups easy keep good worklife balance
19097,Yes,takes effort get ahead
19098,Yes,good place learn bad pay good worklife balance poor employee treatment
19099,Yes,great companydepending team youre
19100,Yes,dynamic environment
19101,Yes,oracle managers
19102,Yes,company average
19103,Yes,good place learn craft
19104,Yes,oracle good vs bad
19105,Yes,overrun managers
19106,Yes,fusion kingdoms foster innovation
19107,No,recently acquired looking something else
19108,Yes,summer intern
19109,No,success completely dependent account assignments selling skills
19110,Yes,opportunity  significant money
19111,Yes,lot travel enough opportunities leadership roles
19112,No,good experience good resume compensation poor longer term employees
19113,No,glass ceiling
19114,Yes,large company business usual
19115,Yes,starting salary decent pay increases hard come ever flexible working hours telecommuting available
19116,Yes,fairly good place work
19117,Yes,flexible working hours distributed teams increasingly undercompensated
19118,Yes,stable company conservative design
19119,Yes,great resume builder
19120,Yes,highly competitive internally externally
19121,Yes,good place resume
19122,Yes,stable secure job may lull technical skills
19123,Yes,everyone
19124,Yes,stable
19125,Yes,interesting times oracle
19126,Yes,huge company company dilberts company
19127,Yes,synergies servicesproducts needed just among products
19128,Yes,support
19129,Yes,project manager years experience working oracle different organization
19130,Yes,safe place work management screwed
19131,Yes,good place work  huge companies
19132,Yes,stable large company large company drawbacks
19133,Yes,good place learn grow good place advance
19134,Yes,oracle biggest software company world
19135,Yes,less new software development integration repackaging
19136,Yes,good employees valued worked ground
19137,Yes,nice place  processes well defined job responsibilities
19138,Yes,challenging hint reward
19139,Yes,good experience intense
19140,Yes,better place right decisions made
19141,Yes,less less less staff
19142,Yes,company acquired oracle
19143,Yes,great place learn smart people disorganized highly political
19144,No,acquisition
19145,Yes,learn lot longterm career move unless takes
19146,Yes,oracle singapore
19147,No,good place work till retirement wo overworking
19148,Yes,working oracle
19149,Yes,good place learn new things sides
19150,Yes,good place work
19151,Yes,oracle product management
19152,No,great corporate name ones resume
19153,Yes,oracle great place work times good
19154,No,current employee years
19155,Yes,stable place work aspects including salary
19156,No,economic downturn stability job security top priorities
19157,Yes,oracle good experience long work good practice
19158,Yes,build code political fiefdom bit
19159,Yes,stable necessarily career growth
19160,Yes,working really big company
19161,Yes,stick around long time
19162,No,mixed bag
19163,Yes,good pay benefits thats end
19164,Yes,get get good package
19165,Yes,work enjoy working small piece big pie
19166,Yes,oracle  benefits  learn lot
19167,No,will trade stabilityopportunity work home lower wages
19168,Yes,oracle intense fragmented branddriven
19169,Yes,good company outside fair inside
19170,Yes,large corporation presents challenges rewards
19171,Yes,oracle good company work
19172,Yes,maybe big company work
19173,Yes,good plm company
19174,Yes,relatively decent place work
19175,Yes,good things need focus improve family friendliness
19176,Yes,visionary technoloogy disjointed execution consulting development
19177,No,sign ahead drive caution
19178,Yes,oracle successful despite lack management skills
19179,Yes,ok place beuraucratic
19180,Yes,oracle tough place  rewarding
19181,Yes,honest goal working oracle
19182,No,avoid getting bogged process politics
19183,No,leave
19184,Yes,great place work depends manager
19185,Yes,oracle great place work long youre making money
19186,Yes,everybody
19187,No,good company youre starter dont stay long
19188,No,dont stay long company
19189,No,fight survival real world
19190,No,get ride ass kissers  believe project managers
19191,Yes,place looking stability
19192,Yes,good place gain experience move
19193,No,sure want sign
19194,Yes,slow moving large corporation
19195,Yes,great company take initiative forge path
19196,No,good resumemaybe soul
19197,Yes,solid company tough climate political slow
19198,Yes,great place learn technology
19199,No,dissatisfied career growth
19200,Yes,great place entry level professionals copier salespeople
19201,Yes,great colleagues average salary par management
19202,Yes,good place get career started gain experience look elsewhere better opportunities later
19203,Yes,oracle review
19204,Yes,flexible compensation lacking
19205,Yes,good work life balance
19206,Yes,love leave
19207,Yes,oracle good stability flexibility poor compensation
19208,Yes,need self sufficient prepared little management interaction
19209,Yes,standard big software company
19210,Yes,oracle employer
19211,Yes,job review
19212,Yes,oracle good company work
19213,No,treat job oracle university move better paying jobs outside
19214,Yes,software engineers review
19215,Yes,good company work underneath shiny exterior rotten one
19216,Yes,review oracle workplace
19217,Yes,big company
19218,Yes,oracle good place work
19219,Yes,good issues
19220,Yes,great company start career
19221,Yes,great place job career
19222,Yes,oracle bigger yes better
19223,Yes,oracles continued growth
19224,Yes,good place train next job
19225,Yes,oracle sales insight
19226,Yes,great place prepared
19227,No,negotiate well join expect huge raisesbonuses
19228,Yes,quantity preferred quality
19229,Yes,great place start career
19230,Yes,worldclass database technology plus growing applications business
19231,Yes,oracle great place work youre right team
19232,Yes,good place work extremely limited opportunity career advancement
19233,Yes,deal devil deal
19234,No,give thought join
19235,Yes,good solutions poor marketing
19236,Yes,oracle read
19237,Yes,working oracle financial services mantas sales consultant pretty good
19238,Yes,ok lots potential better
19239,Yes,management feedback
19240,Yes,oracle review
19241,No,stay away oracle engineering development underpaid
19242,Yes,excellent career opportunities
19243,Yes,oracle good place work place best
19244,Yes,good balance work personal life
19245,Yes,good place work
19246,No,suck work name oracle
19247,Yes,much bureacracy
19248,Yes,good big software company
19249,No,clear expect working oracle
19250,Yes,oracle pretty good
19251,Yes,big company
19252,Yes,good place retire
19253,Yes,challenging work pretty good compensation
19254,Yes,happy oracle
19255,No,work oracle years build skills use stepping stone advance next company
19256,Yes,oracle good place work youre used productive prepared get less done work overtime
19257,Yes,great company excellent products ideas poorly managed within
19258,Yes,oracle ok company
19259,Yes,average company good college graduates training
19260,Yes,huge good bad come
19261,Yes,boring job good pay
19262,No,think
19263,Yes,working oracle lifetime experience
19264,Yes,hmmmnot sure best senior management
19265,Yes,job
19266,Yes,great place technical career
19267,No,none
19268,Yes,entrepreneurial company
19269,Yes,pick choose
19270,No,oracle  investment bankers look warm fuzzy
19271,Yes,oracle
19272,Yes,feast famine
19273,No,neutraldo expect much
19274,Yes,good environment good salary
19275,Yes,oracle ok boring place work
19276,Yes,oracle
19277,No,oracle acquisition never come way
19278,No,honest opinion oracle
19279,No,shoot max years oracle get
19280,Yes,eh
19281,Yes,will leave company
19282,Yes,business analyst sales business operation team
19283,Yes,good environment
19284,Yes,senior applications developer
19285,Yes,working oracle
19286,Yes,f s s review
19287,Yes,staff consultant
19288,Yes,technical analyst
19289,Yes,good
19290,Yes,smts
19291,Yes,sr qa analyst
19292,Yes,awsome
19293,No,working past one half year
19294,Yes,x engineer
19295,Yes,working quality analyst
19296,Yes,build release engineer
19297,Yes,comfortable oracle
19298,Yes,speedy learninggrowth kindsupportive colleagues
19299,No,oa analyst
19300,Yes,okay company work
19301,Yes,senior manager
19302,Yes,sales oracle
19303,Yes,overall good company
19304,Yes,good
19305,Yes,company review
19306,Yes,associate teechnical analyst review
19307,Yes,friendly work environment
19308,Yes,great place start
19309,Yes,benefits
19310,Yes,average company
19311,Yes,relax environment lots personal time
19312,Yes,first work experience
19313,Yes,rejuvenated culture people focused
19314,Yes,oracle financial services software
19315,Yes,ok
19316,Yes,manager
19317,Yes,nice work culturelittle learn
19318,Yes,working associate consultant
19319,Yes,working developer good
19320,Yes,support renewal rep
19321,Yes,support renewal rep
19322,Yes,review oracle financial services software mumbai
19323,Yes,sales leader
19324,No,average
19325,Yes,good company work
19326,Yes,review
19327,Yes,oracle financial services software review
19328,Yes,oracle financial services software review
19329,Yes,oracle dba
19330,Yes,salary
19331,Yes,principal member technical staff
19332,Yes,pros cons oracle india pvt ltd
19333,Yes,good
19334,Yes,good
19335,Yes,principle application developer
19336,Yes,one best company trivadrum
19337,No,old apply
19338,Yes,pega developer
19339,Yes,great technology
19340,Yes,great place work
19341,Yes,good work life balance
19342,Yes,senior consultant
19343,Yes,review
19344,Yes,oracle former employee
19345,Yes,good company work
19346,Yes,good learning
19347,Yes,awesome place work
19348,Yes,great place work
19349,Yes,good company
19350,Yes,good company
19351,Yes,order admin analyst
19352,Yes,salary
19353,Yes,good company
19354,Yes,overall decent experience
19355,Yes,member technical staff
19356,Yes,best company
19357,Yes,best company
19358,Yes,pmts
19359,Yes,automation qa manager
19360,Yes,smts
19361,Yes,great environment
19362,Yes,good work life balance poor growth opportunities
19363,Yes,business analyst
19364,Yes,senior software engineer
19365,Yes,staff consultant
19366,Yes,relaxed much new learn
19367,Yes,good company work
19368,Yes,salary
19369,Yes,support engineer
19370,Yes,adventurous place learn earn
19371,Yes,working oracle
19372,Yes,solid company
19373,Yes,good work culture
19374,Yes,software engineer
19375,Yes,working oracle years
19376,Yes,great
19377,Yes,retirement company
19378,Yes,peoplesoft division
19379,Yes,good company work
19380,Yes,senior account exec
19381,Yes,excinting challenging
19382,Yes,review oracle financial services software limited
19383,Yes,project lead
19384,Yes,excellent place now direction less
